Symbol,MarketPrice,FiftyTwoWeekLow,FiftyTwoWeekHigh,MarketCap,SharesOutstanding,TrailingPE,ForwardPE,EPSTrailingTwelveMonths,ForwardEPS,FiftyDayAverage,TwoHundredDayAverage
LBTYK,11.91,10.83,22.14,4048232960,162728992,2.4709542,-3.5658684,4.82,-3.34,12.4396,17.24255
LC,13.03,7.48,18.75,1477393536,113384000,28.955555,15.511905,0.45,0.84,15.5568,12.32085
LCID,3.06,1.93,4.43,9215771648,3011689984,nan,-3.4772727,-1.33,-0.88,2.9104,2.971725
LCII,105.31,96.19,129.38,2681445376,25462400,18.805357,15.464024,5.6,6.81,106.58,111.16885
LDOS,126.82,123.23,202.9,16634598400,131167000,13.75488,12.135885,9.22,10.45,146.2378,153.9863
LEA,96.4,86.28,147.11,5170645504,53637400,10.746934,7.0726337,8.97,13.63,95.5668,107.9752
LECO,207.27,169.51,261.13,11695375360,56425800,25.431904,22.239271,8.15,9.32,196.3758,197.98425
LEG,9.54,9.18,21.03,1282176000,134400000,nan,8.084746,-3.73,1.18,10.3608,11.82985
LEGN,39.7,30.17,70.13,7282964992,183450000,nan,-59.25373,-1.92,-0.67,35.393,44.672825
LEN,120.57,117.9,187.6089,31881963520,233512000,8.425576,7.4702606,14.31,16.14,133.87073,156.567
LEU,98.27,33.51,122.95,1647506304,16045900,21.98434,35.22222,4.47,2.79,82.8172,61.76675
LEVI,18.39,15.62,24.34,7280251392,104567000,35.365383,13.135715,0.52,1.4,17.7988,19.1289
LFST,7.7,4.64,9.2,2946327808,382640000,nan,-45.294117,-0.25,-0.17,7.7192,6.6976
LFUS,251.77,222.73,275.58,6247597056,24814700,55.70133,25.227457,4.52,9.98,239.0168,251.40565
LGIH,77.8,77.17,125.83,1829350400,23513500,9.306221,7.27783,8.36,10.69,90.5128,100.48125
LGND,120.67,67.72,129.9,2280107776,18895400,48.461845,20.17893,2.49,5.98,114.6656,103.3193
LH,249.85,191.97,258.59,20837490688,83400000,28.231638,15.596129,8.85,16.02,238.2976,223.155
LHX,199.02,193.09,265.74,37478252544,188314000,25.288439,13.830438,7.87,14.39,212.7942,228.3571
LI,27.46,17.44,46.44,28948330496,883104000,20.803028,17.83117,1.32,1.54,23.7941,22.59615
LIF,45.31,26.0,52.765,3383143680,74666600,nan,nan,-0.22,0.0,44.066,39.603615
LII,613.96,445.63,682.5,21844512768,35579700,27.27499,26.282534,22.51,23.36,627.2634,583.87494
LILA,6.92,5.9,10.815,1351503744,38000000,nan,12.814815,-3.31,0.54,6.6502,8.46455
LILAK,6.89,5.88,10.93,1355566080,156500000,nan,16.804878,-3.31,0.41,6.6126,8.440125
LIN,458.0,410.69,487.49,218080378880,476158016,34.802433,27.020647,13.16,16.95,437.597,449.3939
LINE,53.88,52.75,89.85,13583471616,228412000,nan,73.80822,-4.41,0.73,58.6129,70.75188
LITE,73.35,38.285,104.0,5075820032,69200000,nan,19.878048,-7.72,3.69,86.072,65.34365
LIVN,47.44,43.15,64.475,2576029952,54300800,110.32558,12.821621,0.43,3.7,48.361,51.57705
LKFN,65.59,57.45,78.61,1676217984,25556000,18.068869,18.68661,3.63,3.51,68.9784,66.15215
LKQ,40.49,35.56,53.68,10490959872,259100000,15.395437,11.185083,2.63,3.62,37.713,40.00005
LLY,873.68,711.4,972.53,784713121792,898169984,74.67351,38.556046,11.7,22.66,801.3142,847.6618
LLYVA,75.85,32.545,79.63,7094857216,25563300,nan,40.779568,-0.5,1.86,70.295,51.2522
LLYVK,77.58,33.5,81.66,7103574016,63633600,nan,41.70968,-0.5,1.86,71.9188,52.596275
LMAT,99.54,59.87,109.58,2238057472,22484000,54.692307,45.870968,1.82,2.17,96.4848,89.93115
LMND,33.42,14.03,53.85,2386338048,71404496,nan,-13.31474,-3.04,-2.51,36.6876,24.98415
LMT,440.72,419.7,618.95,103739318272,235386000,19.772095,15.678406,22.29,28.11,474.66,513.7185
LNC,37.55,25.6,39.85,6396379648,170343008,2.0396523,4.86399,18.41,7.72,33.7832,32.42125
LNG,221.16,152.31,257.65,49465749504,223664992,15.563687,19.554377,14.21,11.31,222.2014,191.2235
LNN,135.39,109.27,140.26,1471323776,10867300,21.766882,21.154688,6.22,6.4,129.0524,122.4619
LNT,62.81,46.8,64.19,16116983808,256599008,24.43969,19.44582,2.57,3.23,59.4848,57.20945
LNTH,78.23,56.44,126.89,5439081984,69526800,12.995017,11.288601,6.02,6.93,90.7945,94.88305
LNW,101.83,84.0,115.0,8992394240,88307904,31.722742,18.380867,3.21,5.54,89.999,97.2311
LOAR,68.61,42.57,96.99,6418883584,93556096,343.05,102.402985,0.2,0.67,77.021,70.7265
LOB,31.99,31.03,50.57,1451047168,45359400,18.928993,11.185315,1.69,2.86,38.4588,40.4869
LOGI,104.0,74.72,105.65,15516800000,149200000,24.470589,22.174839,4.25,4.69,90.3588,88.9229
LOMA,11.22,5.7,13.79,1486986624,116697000,19.344828,12.896552,0.58,0.87,12.0336,8.95595
LOPE,181.7,126.17,192.18,5219296256,28724800,23.505821,20.694761,7.73,8.78,170.6828,151.5103
LOW,239.17,211.8,287.01,135047331840,564649984,19.88113,18.936659,12.03,12.63,255.6158,248.82236
LPG,22.42,22.23,51.659,959676864,42804500,5.748718,5.7340155,3.9,3.91,24.138,33.764
LPL,3.49,3.05,4.86,3490000128,1000000000,nan,-11.633333,-1.88,-0.3,3.2274,3.72735
LPLA,372.13,187.19,384.04,27783448576,74660600,26.504986,20.028526,14.04,18.58,346.4562,279.3089
LPX,98.71,69.9,122.87,6879306752,69692096,16.758913,17.979963,5.89,5.49,111.4078,100.68985
LRCX,86.02,68.87,113.0,110420434944,1283660032,26.145895,20.145199,3.29,4.27,78.204,84.33607
LRN,134.24,56.17,145.0,5845696000,43546600,22.52349,18.490358,5.96,7.26,118.7654,89.43275
LSCC,66.75,40.65,85.69,9200220160,137831008,151.70454,62.971703,0.44,1.06,58.7338,56.5395
LSPD,13.15,11.01,18.96,2011555456,152970000,nan,22.672413,-0.8,0.58,14.9666,14.6762
LSTR,159.31,152.73,196.86,5626207744,35316100,28.912884,23.462444,5.51,6.79,171.6076,180.63326
LTC,34.44,31.14,39.89,1558781952,45260800,14.781116,17.661537,2.33,1.95,34.8476,35.72985
LTH,31.59,11.89,33.64,6538276864,206972992,46.455883,32.56701,0.68,0.97,26.4676,22.78895
LTM,31.83,21.83,33.02,9619631104,302219008,10.645485,8.488,2.99,3.75,28.8756,26.995556
LU,3.1,2.0,4.94,2686735872,866689024,nan,15.499999,-0.75,0.2,2.5304,2.81545
LUCK,10.64,9.61,14.92,1521488000,84477200,nan,nan,0.0,nan,10.8306,11.80935
LULU,358.97,226.01,480.94,43716804608,116668000,25.955893,24.043535,13.83,14.93,390.7814,316.5694
LUMN,4.66,0.97,10.33,4729014272,1014809984,nan,-7.28125,-0.06,-0.64,5.4936,4.67385
LUNR,18.075,3.15,24.95,1673916800,92609504,nan,-129.10715,-2.22,-0.14,18.163,9.378475
LUNRW,6.83,6.45,8.65,nan,nan,nan,nan,nan,nan,nan,nan
LUV,29.81,23.58,36.12,17667223552,592660992,39.223682,18.748426,0.76,1.59,32.2774,29.7094
LVS,44.02,36.62,56.61,31515457536,715934976,22.459183,16.007273,1.96,2.75,47.5968,45.9367
LW,55.8,52.99,107.5,7959367168,142640992,21.968504,11.204819,2.54,4.98,64.081,71.6694
LXP,8.63,7.65,10.57,2559260928,295728000,66.38462,-431.50003,0.13,-0.02,8.4018,9.2338
LYB,76.96,72.21,107.02,24935038976,324000000,11.6783,8.938444,6.59,8.61,75.8178,89.20285
LYFT,13.05,8.925,20.82,5455017472,409478016,217.50002,13.181818,0.06,0.99,13.8958,13.85245
LYG,3.37,2.25,3.4,51078750208,15156899840,10.870967,9.361111,0.31,0.36,2.8908,2.9026
LYV,149.4,86.81,157.75,34451488768,230599008,169.77272,61.73553,0.88,2.42,138.8272,112.8496
LZ,8.67,5.33,13.74,1517492736,175028000,66.692314,15.210526,0.13,0.57,8.384,7.665875
LZB,44.82,32.0,48.31,1850563968,41288800,15.402061,13.299704,2.91,3.37,44.796,41.16045
M,14.97,13.66,22.1,4156210944,277636000,24.540983,5.8023257,0.61,2.58,15.6688,16.5357
MA,557.51,428.86,576.94,508286369792,904889984,40.0798,34.036022,13.91,16.38,537.9994,491.8822
MAA,160.67,123.23,167.39,19276703744,116902000,35.86384,38.71566,4.48,4.15,153.771,150.6273
MAC,19.82,12.99,22.27,5107078656,252227008,55.055553,-99.1,0.36,-0.2,20.4812,17.5895
MAG,15.76,8.2,18.27,1628118400,103307000,21.888887,18.541176,0.72,0.85,15.0968,14.23035
MAIN,62.27,44.92,63.315,5490856448,88178200,11.260398,16.132126,5.53,3.86,59.0536,52.6542
MAN,53.77,53.67,78.87,2510639616,46692200,17.863787,10.440777,3.01,5.15,58.1456,67.2939
MANH,182.51,169.94,312.6,11155759104,61124100,51.84943,37.020283,3.52,4.93,254.422,255.6844
MANU,14.46,13.5,18.42,2448338176,55016400,nan,-26.777777,-1.02,-0.54,16.516,16.61195
MAR,277.47,204.55,307.52,76497092608,275695008,33.309723,26.176414,8.33,10.6,284.9102,255.53674
MARA,14.66,13.17,34.09,4975340544,339382016,17.662651,366.5,0.83,0.04,19.121,19.10515
MAS,74.83,63.81,86.7,15862688768,211983008,19.901596,16.929865,3.76,4.42,76.6966,75.9977
MASI,169.96,101.61,184.51,9099760640,53540600,117.21379,36.629314,1.45,4.64,173.053,141.22765
MAT,21.15,15.87,22.07,7124568064,336859008,13.386075,13.301887,1.58,1.59,19.0566,18.6069
MATX,142.9,100.5,169.12,4745722880,33210100,12.008403,14.289999,11.9,10.0,140.2554,135.28735
MBC,14.3,13.9,20.67,1825380736,127649000,14.895834,8.719512,0.96,1.64,16.1046,16.51525
MBIN,41.47,34.156,53.27,1897965824,45767200,6.5825396,7.4586334,6.3,5.56,39.0776,41.8502
MBINM,26.09,24.725,26.92,nan,nan,nan,nan,nan,nan,26.05736,25.905085
MBLY,16.51,10.48,34.0,13401596928,100226000,nan,40.268295,-3.82,0.41,17.5994,18.9151
MC,71.27,46.24,82.89,5030877696,70586704,40.039326,30.32766,1.78,2.35,75.7514,67.09645
MCD,304.81,243.53,317.9,218432946176,716620032,26.761192,24.172087,11.39,12.61,293.1306,282.7718
MCHP,61.07,50.21,100.57,32844607488,537819008,107.14035,23.488462,0.57,2.6,57.0828,75.93825
MCK,597.71,464.42,637.51,74908606464,125326000,27.430473,16.237707,21.79,36.81,588.852,567.08075
MCO,500.28,360.05,531.93,90204979200,180308992,44.42984,37.55856,11.26,13.32,487.7782,461.5552
MCRI,89.4,64.5,96.11,1648223104,18436500,18.024193,18.35729,4.96,4.87,83.895,76.4644
MCW,7.26,5.84,8.55,2350018560,323694016,34.57143,18.615385,0.21,0.39,7.494,7.14395
MCY,52.23,44.19,80.72,2892946432,55388600,6.181065,8.035384,8.45,6.5,58.7272,60.96385
MD,15.61,6.62,17.67,1339800064,85829600,nan,10.202615,-1.19,1.53,13.9538,11.2355
MDB,273.26,212.74,459.699,21897308160,80133600,nan,84.33951,-2.73,3.24,267.6491,274.48868
MDGL,336.23,189.0,368.29,7333310976,21810400,nan,-24.085245,-25.03,-13.96,318.762,273.11975
MDLZ,64.67,53.95,76.06,83652583424,1293529984,18.909355,18.854227,3.42,3.43,59.2238,66.6521
MDT,89.94,75.96,93.08,115417309184,1283270016,27.420732,15.37436,3.28,5.85,85.7574,85.15135
MDU,16.66,11.66759,20.39,3396774144,203888000,18.931818,14.614036,0.88,1.14,17.9122,15.790551
MDXG,7.98,5.47,10.14,1172629120,146946000,14.0,25.741936,0.57,0.31,8.9176,7.4619
MEDP,340.22,302.01,459.77,10365414400,30466800,26.958796,27.239391,12.62,12.49,343.7615,364.5609
MELI,2260.0,1324.99,2374.54,114576121856,50697400,79.91513,46.713516,28.28,48.38,1864.7816,1864.1409
MEOH,44.25,36.13,56.43,2982237696,67395200,18.514643,11.553525,2.39,3.83,48.7734,46.45795
MESO,16.37,1.91,22.0,2112810496,127548000,nan,-29.763638,-1.81,-0.55,17.0254,10.18565
MET,81.01,67.3,89.05,55832092672,689200000,13.215335,8.360166,6.13,9.69,83.382,78.30935
META,683.55,414.5,740.91,1731883171840,2189900032,28.684431,27.017786,23.83,25.3,645.1718,556.6441
METCL,25.41,25.09,26.22,nan,nan,nan,nan,nan,nan,25.76112,25.70799
MFA,10.3,9.36,13.45,1055997248,102524000,12.560976,6.3190184,0.82,1.63,10.3956,11.2447
MFAN,25.1,24.5,25.82,nan,nan,nan,nan,nan,nan,25.20664,25.25717
MFAO,25.1324,24.36,25.85,nan,nan,nan,nan,nan,nan,25.30086,25.36595
MFC,30.36,22.61,33.07,52315443200,1723170048,15.18,10.291526,2.0,2.95,30.453,28.53065
MFG,5.62,3.45,5.91,70641713152,12569700352,12.217391,4.043165,0.46,1.39,5.196,4.4743
MFIC,14.6,12.26,16.36,1369192448,93780304,9.48052,9.068323,1.54,1.61,13.7678,14.17055
MFICL,25.71,24.88,25.71,nan,nan,nan,nan,nan,nan,25.095,25.095
MGA,38.08,35.05,56.12,10771918848,282876000,10.818182,6.4000006,3.52,5.95,41.0538,42.4077
MGEE,92.19,61.94,109.22,3337969408,36207500,28.192661,22.87593,3.27,4.03,92.3228,88.44915
MGM,36.0,31.61,48.25,10279836672,285551008,14.999999,15.652174,2.4,2.3,34.711,38.3856
MGNI,17.68,8.38,21.29,2487399168,140690000,136.0,19.217392,0.13,0.92,17.2206,14.29205
MGRC,127.18,95.5,129.93,3122421504,24551200,13.486744,21.196667,9.43,6.0,118.3316,111.4299
MGY,24.04,21.56,29.02,4667582976,188636000,12.391752,12.328205,1.94,1.95,24.4078,25.3219
MHD,12.11,11.41,12.96,631434752,52141600,22.01818,nan,0.55,nan,12.0308,12.17775
MHK,115.9,104.88,164.29,7253856768,62587200,14.238329,10.394619,8.14,11.15,122.8896,133.6394
MHLA,15.05,14.0,17.93,1303638528,86620496,nan,nan,-2.426,nan,14.8938,15.651
MHN,10.5,10.18,11.2,317536800,30241600,22.826086,nan,0.46,nan,10.4902,10.7153
MHNC,16.7,15.6,19.97,nan,nan,nan,nan,nan,nan,16.9584,17.5038
MHO,116.81,109.92,176.18,3167244800,27114500,5.9264336,5.5570884,19.71,21.02,133.1408,144.0617
MIDD,167.07,118.41,177.9,8987230208,53793200,23.012398,16.824774,7.26,9.93,149.8212,138.0649
MIR,15.82,9.11,18.81,3672343808,225628000,nan,32.285713,-0.18,0.49,16.915,13.0836
MIRM,52.45,23.14,54.234,2517841408,48004600,nan,-60.287357,-2.08,-0.87,45.915,39.256676
MIY,11.61,10.97,12.11,336281312,28964800,17.861538,nan,0.65,nan,11.5008,11.59505
MKC,80.14,66.88,85.49,21481527296,252518000,27.445204,25.685898,2.92,3.12,76.7846,76.51575
MKL,1838.16,1417.65,2063.68,23510067200,12790000,9.224007,18.674795,199.28,98.43,1789.9674,1644.5675
MKSI,103.09,97.54,147.4,6937842688,67298896,36.686832,13.1324835,2.81,7.85,110.6048,116.19075
MKTX,193.96,186.84,296.68,7313145856,37704400,26.606312,23.567438,7.29,8.23,219.2264,233.9557
MLCO,6.01,4.78,8.9,2522451200,419708992,nan,13.065218,-0.32,0.46,5.8924,6.54315
MLI,78.39,47.67,96.81,8915686400,113735000,14.762712,14.7905655,5.31,5.3,80.41,71.8384
MLKN,22.24,20.89,31.73,1515856128,68159000,24.43956,8.967742,0.91,2.48,22.742,25.4648
MLM,489.84,482.72,633.23,29938089984,61118100,15.123186,23.504799,32.39,20.84,535.2944,553.3282
MLNK,18.4,16.49,25.33,1389663616,75525200,nan,36.8,-0.66,0.5,20.3356,21.2424
MLTX,42.33,37.55,58.26,2669495040,63063900,nan,-16.864542,-1.27,-2.51,48.3561,46.939926
MMC,230.01,196.17,235.5,112965042176,491131008,28.08425,24.391302,8.19,9.43,218.0614,218.946
MMI,37.48,29.93,42.8,1456352896,38856800,nan,624.6667,-0.32,0.06,37.841,37.0504
MMM,144.98,75.652176,155.0,78709637120,542899968,19.969696,18.351898,7.26,7.9,139.7418,124.64835
MMS,66.0,64.53,93.97,3735626496,56600400,14.224138,12.132353,4.64,5.44,73.5574,83.75625
MMSI,103.16,70.7,111.45,6012103168,58279400,50.321953,27.805931,2.05,3.71,102.9588,94.38465
MMYT,97.87,56.72,123.0,10744365056,70114600,51.24084,50.189743,1.91,1.95,111.0718,97.82555
MNDY,300.65,174.75,342.64,14990048256,49858800,484.91934,81.25675,0.62,3.7,258.8564,253.7966
MNKD,5.76,3.47,7.63,1588481280,275777984,72.00001,33.882355,0.08,0.17,6.1288,5.8785
MNR,16.02,14.46,21.19,1864696064,116398000,nan,5.601399,-0.35,2.86,16.6376,17.73435
MNSO,19.99,12.51,27.71,6246235136,312468000,20.19192,13.238411,0.99,1.51,23.603,19.92125
MNST,53.0,43.32,61.23,51543560192,972520000,33.97436,28.342245,1.56,1.87,50.3414,51.0975
MO,55.05,39.25,58.04,93070278656,1690649984,8.417431,10.28972,6.54,5.35,52.9228,50.7502
MOBBW,0.57,0.2599,0.605,183504080,321936992,nan,nan,0.0,nan,0.2599,0.2599
MOD,86.2,78.85,146.84,4531878400,52574000,29.023567,18.185654,2.97,4.74,115.5878,114.0712
MODG,7.01,6.98,16.89,1288606336,183824000,nan,43.812504,-0.07,0.16,7.9954,11.25695
MOH,283.81,262.32,423.92,15751454720,55500000,13.891826,11.038896,20.43,25.71,294.7228,316.052
MOMO,8.15,4.79,8.38,1402696448,131928000,8.670213,6.90678,0.94,1.18,7.35,6.73455
MORN,322.58,281.37,365.0,13833584640,42884200,42.500656,35.723145,7.59,9.03,333.5866,319.8689
MOS,25.76,23.56,33.44,8182535168,317644992,22.796461,10.471544,1.13,2.46,26.2944,27.3535
MP,24.3,10.02,26.0,3965930240,163207008,nan,202.5,-0.52,0.12,20.4052,16.8902
MPC,153.74,130.54,221.11,48581840896,316000000,15.251985,15.07255,10.08,10.2,147.0878,161.9811
MPLX,53.38,38.44,54.74,54287462400,1017000000,12.679335,12.104309,4.21,4.41,50.312,45.0862
MPW,4.87,3.51,6.55,2923948032,600400000,nan,18.037035,-4.44,0.27,4.292,4.7243
MPWR,661.08,546.71,959.64,31614830592,47823000,18.082056,38.47963,36.56,17.18,634.342,763.7584
MQ,3.69,3.37,7.36,1853833856,465904000,184.5,-20.5,0.02,-0.18,3.8039,4.761475
MQT,10.36,9.74,11.0,229522688,22154700,22.042553,nan,0.47,nan,10.1506,10.36045
MQY,11.9,11.43,13.29,854819840,71833600,19.193548,nan,0.62,nan,11.9328,12.35815
MRC,12.18,11.09,15.41,1038259776,85243000,14.0,10.875,0.87,1.12,13.5522,13.10545
MRCY,42.51,26.48,52.25,2537047808,59681200,nan,45.709675,-1.54,0.93,42.1364,36.40435
MRK,89.5,81.04,134.63,226402779136,2529639936,13.278933,9.521277,6.74,9.4,96.2864,111.8115
MRNA,35.53,29.25,170.47,13672582144,384817984,nan,-4.083908,-9.28,-8.7,38.6759,77.9018
MRTN,14.87,14.45,19.51,1211368192,81463904,45.060604,29.156862,0.33,0.51,15.8048,16.9743
MRUS,47.37,37.77,61.61,3243125248,68463696,nan,-12.146153,-4.03,-3.9,41.8223,48.958424
MRVI,4.11,3.93,11.555,1037890112,141844000,nan,nan,-1.67,0.0,5.1336,7.387025
MRVL,103.81,53.19,127.48,89826787328,865299968,nan,41.524,-1.7,2.5,113.3654,84.4343
MRX,37.03,18.13,40.054,2602871808,70290896,14.752988,12.426174,2.51,2.98,33.4944,25.705
MS,131.69,84.43,142.03,211625836544,1607000064,16.564781,16.606558,7.95,7.93,131.9398,112.8918
MSA,158.38,153.79,200.61,6216684544,39251700,21.997223,19.528978,7.2,8.11,165.7312,175.8269
MSC,4.0,3.5,9.3,770352000,192588000,nan,-40.0,-0.46,-0.1,5.056,6.28085
MSCI,578.34,439.95,642.45,44909260800,77652000,41.10448,33.94014,14.07,17.04,599.8312,558.59247
MSFT,408.21,385.58,468.35,3034624819200,7433979904,32.920162,27.305016,12.4,14.95,428.1554,426.31204
MSGE,35.99,32.395,44.14,1721819264,40974900,13.736643,18.362246,2.62,1.96,35.6258,37.77315
MSGS,203.11,178.35,237.992,4876651008,19480300,86.06356,126.94375,2.36,1.6,219.0956,207.54915
MSI,421.9,326.22,507.82,70430720000,166936992,45.808903,28.720219,9.21,14.69,465.9938,433.9784
MSM,80.71,72.79,104.76,4508387840,55859100,19.26253,18.769766,4.19,4.3,80.5594,82.73925
MSTR,299.69,67.806,543.0,77373964288,238540000,nan,-696.9535,-6.06,-0.43,349.0418,227.71458
MT,27.8,20.52,29.38,21960775680,777806016,16.449703,6.9326677,1.69,4.01,24.7068,24.2375
MTB,193.53,133.03,225.7,31803363328,164332992,13.228298,11.887591,14.63,16.28,196.4192,178.18925
MTCH,32.77,27.655,38.84,8228252672,251091008,16.222773,13.21371,2.02,2.48,33.2486,33.730427
MTD,1286.54,1142.91,1546.93,26909915136,20916500,31.742908,30.200472,40.53,42.6,1286.7766,1361.851
MTDR,53.11,47.15,71.08,6641299456,125048000,7.4383755,6.63875,7.14,8.0,58.073,57.27515
MTG,23.97,19.1,26.56,5955322368,248448992,8.294117,8.622302,2.89,2.78,24.4312,23.8468
MTH,73.78,71.05,106.99,5306404864,71922000,6.8824625,3.409427,10.72,21.64,78.9256,88.99835
MTN,158.47,156.605,236.64,5932863488,37438400,26.150166,18.88796,6.06,8.39,177.7086,179.7584
MTRN,95.57,93.2,139.21,1984530176,20765200,341.3214,15.822847,0.28,6.04,101.6474,108.4321
MTSI,120.65,84.22,152.5,8969097216,74339800,nan,30.31407,-1.43,3.98,133.5592,115.8411
MTTR,5.34,1.73,5.46,1724259328,322895008,nan,267.0,-0.82,0.02,5.0416,4.60145
MTX,69.97,69.43,90.3,2231252480,31888700,13.429942,10.274596,5.21,6.81,75.7606,78.3489
MTZ,126.51,69.8,166.95,10024019968,79235000,111.95576,23.341328,1.13,5.42,141.9418,122.88085
MU,98.84,83.54,157.54,110124556288,1114169984,28.320915,7.6798754,3.49,12.87,96.8366,107.6326
MUA,11.17,10.68,12.69,429440704,38445900,9.155738,nan,1.22,nan,11.1642,11.62125
MUC,11.01,10.52,11.64,1036964800,94183904,25.60465,nan,0.43,nan,10.8434,11.09385
MUE,10.35,9.65,10.95,226852336,21918100,15.220589,nan,0.68,nan,10.2902,10.341
MUFG,12.64,8.75,13.34,146469797888,11569000448,11.596331,12.271845,1.09,1.03,12.1788,11.01575
MUI,12.09,11.46,13.22,870384448,71992096,22.388887,nan,0.54,nan,12.154,12.357135
MUJ,11.56,10.97,12.24,614819776,53185100,19.593222,nan,0.59,nan,11.3526,11.5925
MUR,27.31,25.26,49.14,3982972416,145843008,10.040441,7.020565,2.72,3.89,29.5788,35.4014
MUSA,446.47,382.04,561.08,8936633344,20016200,18.525726,16.653114,24.1,26.81,502.6906,492.08826
MVF,7.3,6.74,7.64,440290016,60313700,15.531916,nan,0.47,nan,7.2048,7.29595
MVT,10.9,10.33,11.97,227389248,20861400,19.122807,nan,0.57,nan,10.7366,10.97675
MWA,25.31,14.81,28.25,3963545856,156600000,29.091953,19.46923,0.87,1.3,23.9878,21.47445
MXL,16.6,11.08,26.59,1404917760,84633600,nan,46.11111,-2.93,0.36,19.6686,17.11695
MYD,10.77,10.27,11.74,492549824,45733500,18.894737,nan,0.57,nan,10.7104,10.9963
MYGN,14.18,12.04,29.3,1290879104,91035200,nan,94.53333,-1.28,0.15,13.5614,21.34105
MYI,11.2,10.83,12.07,744433728,66467300,18.064516,nan,0.62,nan,11.1382,11.35115
MYRG,120.5,86.6,181.02,1942688896,16121900,52.85088,19.2185,2.28,6.27,148.5428,133.91345
NABL,10.3,8.915,15.485,1929457792,187326000,51.5,21.914894,0.2,0.47,9.714,12.1017
NAMS,18.57,15.19,27.29,1987974144,107053000,nan,-9.825397,-2.21,-1.89,23.1568,19.844425
NAMSW,8.0,5.52,16.75,nan,nan,nan,nan,nan,nan,11.96502,9.473055
NAN,11.73,10.56,11.93,361709792,30836300,13.799999,nan,0.85,nan,11.439,11.39445
NARI,79.97,36.73,79.99,4683331072,58563600,nan,571.2143,-1.35,0.14,70.5308,53.51225
NATL,29.45,18.415,35.5,2134762752,72487696,nan,7.182927,-1.66,4.1,32.5246,29.49425
NAVI,14.02,12.73,17.56,1447018240,103211000,11.881357,9.472973,1.18,1.48,13.9029,14.8881
NBHC,41.95,32.13,51.76,1596386304,38054500,13.620131,12.712122,3.08,3.3,43.6122,42.00295
NBIS,39.835,14.09,50.87,9379309568,199756000,nan,nan,-1.68,nan,34.1729,29.156446
NBIX,120.69,110.95,157.98,12033216512,99703504,36.68389,19.434782,3.29,6.21,136.1772,132.9029
NBTB,46.87,32.79,52.44,2211209472,47172600,15.781144,13.744867,2.97,3.41,48.3596,44.70695
NCLH,24.11,14.69,29.29,10601360384,439708000,21.149124,11.535886,1.14,2.09,26.6006,21.61055
NCNO,32.06,28.09,43.2,3712355840,115794000,nan,36.850574,-0.16,0.87,34.0334,33.589073
NDAQ,81.07,55.52,84.15,46595633152,574758016,42.005184,25.81847,1.93,3.14,79.8002,71.56015
NDSN,215.44,196.83,279.38,12298995712,57087800,27.40967,20.695486,7.86,10.41,217.7672,240.2954
NE,26.92,26.84,52.155,4285421824,159191008,9.094595,8.132931,2.96,3.31,31.5508,37.62855
NEE,71.58,53.95,86.1,147242205184,2057030016,21.240356,19.451088,3.37,3.68,70.916,75.94705
NEM,45.33,29.42,58.72,51605942272,1138450048,15.849651,11.83551,2.86,3.83,41.5612,45.71145
NEO,11.1,10.69,19.11,1425917184,128461000,nan,55.5,-0.62,0.2,15.4632,15.11915
NEOG,10.04,9.7,18.58,2178117632,216944000,nan,17.01695,-2.19,0.59,11.6676,14.45265
NET,151.96,66.24,177.368,52404170752,307892000,nan,176.69768,-0.23,0.86,128.2284,94.0153
NEU,548.53,480.0,650.0,5224633344,9524790,11.380291,21.244385,48.2,25.82,517.8896,535.8823
NEXA,5.43,5.1,9.61,719143744,132439000,nan,6.2413793,-1.49,0.87,6.8844,7.2241
NEXT,7.86,4.27,9.47,2045887360,260291008,nan,-7.7821784,-1.12,-1.01,7.7744,6.786825
NFE,11.17,7.82,35.58,3045634816,272662016,12.274725,10.063063,0.91,1.11,13.8832,15.345675
NFG,72.68,48.06,73.6,6581334016,90552200,nan,8.287343,-0.11,8.77,65.9062,60.50475
NFLX,1003.15,542.01,1064.5,429104431104,427756992,50.460266,42.18461,19.88,23.78,939.0202,759.7623
NG,3.04,2.3,4.88,1017326912,334647008,nan,-38.0,-0.14,-0.08,3.291,3.69925
NGD,2.82,1.1,3.25,2230422528,790929984,20.142857,8.057143,0.14,0.35,2.792,2.53185
NGG,61.31,55.13,73.4,59988340736,978443008,23.763567,12.615227,2.58,4.86,59.9206,63.24255
NGVT,46.01,30.9,56.3,1672518656,36351200,nan,11.360493,-11.85,4.05,43.7788,42.85045
NHC,93.7,87.03,138.49,1446830976,15441100,11.727159,217.90697,7.99,0.43,105.6596,115.568
NHI,68.96,56.7,86.13,3132307968,45422100,23.697594,21.961782,2.91,3.14,69.2214,73.1413
NI,40.07,25.59,40.225,18830495744,469940000,24.734568,21.54301,1.62,1.86,37.2624,33.49235
NIC,117.03,75.24,120.26,1797206272,15356800,14.537888,14.720755,8.05,7.95,110.2622,97.65205
NICE,155.39,147.38,270.73,9769229312,62869100,22.986685,12.768283,6.76,12.17,172.3728,176.4092
NIO,4.44,3.61,7.71,9215575040,1941929984,nan,-5.2235293,-1.5,-0.85,4.3874,4.77235
NJR,46.9,40.51,51.95,4703554048,100289000,14.126507,16.228374,3.32,2.89,46.8232,45.9182
